,Rx,Tx,MPP Start Time (s),MPP Stop Time (s),Voltages (mV),Frequency (MHz),Run Exp Num,NumMPPs,Laser dist,Tape dist
8,Tag1,Tag2,1757345435.2348027,1757345436.5389082,"[171.7  182.69 183.07 183.07 183.15 182.46 182.76 183.15 182.23 182.76
 182.69 186.43 187.04 186.66 186.58 186.88 186.58 186.5  186.5  186.73
 186.43 172.69 172.77 173.   173.08 172.47 171.4  172.39 172.31 172.69
 168.88 168.57 168.96 168.88 168.65 168.42 168.88 168.65 168.57 168.8
 172.47 171.93 172.69 172.54 173.08 172.24 172.62 172.31 172.54 172.77
 179.18 179.64 179.1  179.26 179.64 179.64 178.95 179.48 179.41 179.1
 182.76 182.54 182.69 181.85 182.38 182.76 182.69 182.15 182.84 182.76
 186.35 186.73 186.96 186.35 186.66 185.89 186.43 186.58 186.58 186.58
 172.39 172.31 172.24 172.16 172.47 172.08 172.16 172.39 172.62 168.57
 168.73 169.18 169.03 169.03 168.88 169.03 169.18 169.18 169.11 171.93
 172.77 172.62 173.61 172.69 172.77 172.31 172.54 172.47 172.69 179.18
 179.18 179.18 178.95 179.18 179.26 179.41 178.72 179.18 178.65 182.46
 182.54 182.84 182.46 182.61 182.84 182.99 183.07 182.84 182.   186.43
 186.5  186.27 186.96 185.97 186.35 186.66 186.58 186.73 172.47 172.01
 171.78 172.47 172.47 172.39 172.62 171.78 172.69 173.   168.8  168.42
 169.11 168.8  168.19 168.88 168.88 168.65 168.8  168.65 172.69 172.47
 172.31 172.62 172.54 172.85 172.24 172.47 172.47 172.39 179.03 179.56
 179.56 179.41 179.56 179.41 179.33 179.1  179.33 179.26 182.76 182.46
 182.23 182.92 182.99 182.54 182.54 182.61 183.07 183.22 186.58 186.81
 186.43 186.58 186.43 186.5  186.35 186.58 186.73 172.77 172.01 172.39
 172.62 172.08 172.31 172.16 172.24 172.47 172.24 169.11 168.96 168.65
 168.73 168.96 168.35 168.8  168.42 168.65 168.65 172.47 172.16 172.24
 172.47 172.31 172.31 172.31 172.08 172.54 172.01 179.64 179.03 178.95
 179.64 178.72 179.41 179.03 178.65 179.41 179.33 182.46 182.69 182.31
 182.69 182.15 182.46 182.31 182.84 182.15 184.67 186.43 186.81 186.27
 186.58 186.58 186.66 186.5  186.35 186.12 172.39 172.16 172.31 172.39
 172.47 172.16 172.16 171.78 172.31 172.24 168.57 168.73 168.57 168.57
 168.57 168.65 168.27 168.73 168.5  168.8  172.39 172.54 172.39 171.93
 172.24 172.62 172.24 172.08 172.54 172.47 179.41 178.95 179.48 178.95
 179.56 179.18 179.03 179.26 179.26 179.03 178.72 179.26 179.26]",915,4,5,0.38,0.38
9,Tag2,Tag1,1757345437.7775056,1757345439.0828629,"[100.67  91.9   91.82  92.05  91.97  91.97  91.97  92.36  91.67  92.05
  83.73  84.27  84.42  84.5   84.19  84.73  85.26  84.5   84.19  84.12
 107.92 107.92 107.77 107.77 107.77 108.38 107.69 107.69 107.54 108.
 100.52 100.67 102.43 100.37 100.6  100.82 100.37 100.67 101.89 100.67
  90.75  90.45  90.37  90.83  90.07  90.68  90.83  91.44  90.6   90.52
  82.74  83.43  83.5   83.66  83.58  83.89  83.58  83.28  83.35  92.28
  92.13  91.97  91.97  92.13  91.59  91.74  91.74  91.67  91.74  84.12
  84.27  84.65  84.65  84.19  84.04  84.95  84.88  84.04  84.27 107.54
 107.61 108.22 108.22 108.15 107.31 108.   108.15 107.84 108.   101.36
 100.67 100.67 100.37 101.43 100.67 100.98 100.75 100.37 101.66  90.83
  90.6   90.91  90.37  90.91  90.52  90.45  90.83  90.98  91.13  83.58
  83.5   83.89  83.5   84.34  83.73  83.43  83.35  83.43  92.05  92.2
  92.43  91.67  91.97  91.82  91.82  91.74  91.9   91.82  84.19  84.65
  84.57  84.57  85.18  84.73  84.27  84.12  84.04  84.95 107.46 107.61
 107.77 107.69 107.69 107.69 107.39 108.   107.39 109.6  101.21 100.82
 101.36 100.6  100.67 100.6  101.82 100.98 100.21 100.6   90.83  90.52
  90.83  90.91  90.83  90.75  90.3   90.45  90.22  84.8   83.05  83.35
  83.66  83.81  83.35  83.28  83.43  83.58  82.59  92.05  92.2   91.59
  92.2   92.58  91.74  91.44  91.44  92.58  91.97  84.5   84.5   86.02
  84.19  84.27  84.42  84.42  84.5   84.42  84.34 107.23 107.92 107.61
 107.46 108.3  108.07 108.3  107.92 107.61 108.   100.82 100.44 100.44
 100.67 100.52 101.13 101.59 100.67 100.52 100.75  90.91  90.75  90.68
  90.75  91.06  91.82  91.06  90.6   90.83  83.96  83.58  83.66  83.66
  83.96  83.05  83.81  83.81  83.35  82.97  91.82  92.58  91.67  91.59
  91.67  91.67  91.44  92.28  91.9   92.97  84.65  84.04  84.04  84.65
  84.04  84.57  85.72  84.12  84.57  84.73 107.84 107.77 108.   107.54
 108.91 108.61 107.84 107.39 107.77 108.07 100.44 101.43 100.9  100.67
 100.37 101.13 100.82 101.21 100.29 100.29  90.75  90.68  90.45  91.13
  90.83  90.68  91.06  90.98  90.3   83.12  82.74  83.35  83.81  83.12
  83.05  83.35  83.58  83.66  83.43  84.12  84.88  82.89  83.58]",915,4,5,0.38,0.38
10,Tag1,Tag2,1757345571.2007575,1757345572.5085146,"[176.28 189.02 189.48 189.17 188.87 189.25 189.4  189.17 188.79 188.87
 189.4  189.1  189.1  189.86 189.4  189.02 189.25 188.94 189.63 189.1
 189.63 172.08 172.08 172.08 171.85 171.85 171.85 171.7  171.63 171.55
 171.47 177.27 177.27 176.97 177.35 176.89 177.27 177.42 177.12 176.89
 181.32 180.93 181.54 181.47 181.24 180.86 181.39 181.54 181.62 181.24
 187.8  187.27 187.04 187.34 187.04 187.27 187.72 186.73 187.34 187.27
 189.25 189.25 189.25 189.78 189.02 189.1  189.86 189.17 189.48 189.4
 189.02 189.02 189.02 188.94 189.1  189.25 189.48 189.71 189.78 189.48
 172.31 171.47 171.7  171.63 172.01 171.7  171.78 172.01 171.7  171.93
 177.42 177.35 176.43 177.12 177.96 177.5  177.12 177.04 177.2  181.09
 181.85 181.54 181.62 180.93 181.32 181.24 181.77 181.24 181.01 187.11
 187.5  187.8  187.5  187.5  187.11 187.34 187.42 187.19 187.42 189.4
 189.33 189.71 189.33 189.17 189.33 189.02 189.33 189.48 189.33 189.48
 188.72 189.4  189.17 188.87 189.56 189.02 189.33 189.33 189.33 171.78
 171.85 172.16 171.63 171.93 172.08 171.85 171.55 171.78 177.04 176.89
 177.27 177.27 177.04 177.04 176.81 177.27 176.97 177.04 181.7  181.54
 181.09 181.39 181.93 181.24 181.16 180.55 181.09 181.39 187.27 187.34
 187.34 187.42 186.88 187.5  187.42 187.34 187.8  187.27 189.25 188.94
 189.1  189.25 189.25 189.17 189.71 189.4  189.1  189.48 189.17 189.56
 189.1  189.25 189.17 189.86 188.94 189.33 189.48 189.33 171.85 172.01
 171.78 172.01 171.78 171.63 172.01 171.93 171.85 176.74 177.12 176.89
 177.12 177.65 177.04 177.04 177.2  177.04 176.89 181.01 181.01 181.16
 181.24 181.54 181.62 181.09 181.32 181.24 181.16 187.04 187.88 187.34
 186.88 187.65 187.27 187.42 187.19 187.65 187.42 188.56 189.25 189.25
 189.17 189.56 189.17 188.94 189.17 189.17 189.71 189.4  188.79 189.1
 189.17 189.33 189.33 189.1  189.56 188.94 172.24 172.01 172.08 171.78
 172.24 171.85 171.63 171.78 172.08 171.85 177.2  177.2  176.89 176.66
 177.58 177.5  177.27 177.2  177.04 176.89 181.16 181.24 181.62 181.39
 181.01 181.09 181.16 180.86 181.39 181.47 186.88 187.65 187.5  187.42
 187.34 187.27 187.11 186.73 187.04 186.66 186.58 187.8  187.34 187.5 ]",915,5,5,0.4,0.4
11,Tag2,Tag1,1757345573.751791,1757345575.048115,"[104.72 103.34 103.27 103.88 102.66 103.49 103.34 103.11 103.27 103.49
  94.26  93.73  93.8   93.8   94.42  94.42  95.03  94.11  94.03  93.73
 112.19 112.04 112.5  112.8  112.42 112.5  112.19 112.65 112.42 112.27
  99.6  100.06  99.22  99.68 100.6   99.98  99.91  99.83  99.68  99.22
  90.52  90.68  90.75  90.75  90.68  90.52  90.75  90.3   90.75  86.94
  86.94  86.33  86.71  87.09  87.24  86.56  86.33  86.63  87.01 102.88
 104.33 103.42 103.04 102.96 104.18 102.88 103.34 102.96 103.49  94.72
  94.03  94.03  93.88  94.64  93.96  93.88  94.57  93.58  93.73 111.73
 113.26 113.41 112.57 112.04 112.12 112.27 112.73 111.81 112.42  99.53
  99.3   99.15  99.98  99.22  99.45  98.99  98.99  99.45  99.53  90.6
  90.37  89.91  90.37  90.83  89.91  90.14  90.6   91.97  86.79  86.63
  86.4   87.24  86.18  86.4   86.4   86.79  86.79  85.95 102.43 102.96
 102.66 103.04 102.88 103.49 103.27 102.58 102.5  102.73  94.19  94.19
  93.96  93.5   94.26  93.58  93.73  94.11  94.19  94.34 111.96 112.42
 111.73 111.96 113.03 112.34 112.19 112.65 112.12 112.65  99.3  100.14
  99.22  99.22  99.22  99.15  98.84  99.6   98.92  99.45  90.75  90.3
  90.3   89.99  90.91  90.75  90.22  89.99  89.84  87.47  86.79  86.71
  86.63  87.24  86.79  86.18  86.48  86.86  87.78 102.58 102.88 103.27
 102.73 102.96 102.35 103.19 102.81 103.04 103.04  94.11  94.26  95.03
  94.03  94.34  94.34  94.34  94.03  93.96  93.42 112.34 112.95 112.19
 112.34 112.65 111.81 112.88 111.96 112.19 112.04  99.45  99.3   99.37
  99.07  99.22  99.3   99.3   99.76  98.92  90.22  90.52  90.6   90.52
  90.22  89.84  91.29  90.3   89.91  90.45  87.24  86.86  86.56  86.48
  87.01  86.94  86.56  87.01  87.47  86.71 102.96 102.2  102.73 103.11
 102.58 102.81 102.66 104.18 104.72 102.96  93.58  94.42  94.03  93.5
  93.8   94.19  93.96  94.19  93.88  94.11 111.81 112.12 111.66 112.27
 112.12 112.57 112.27 112.12 111.89 112.04  99.15  99.53  99.68  99.68
  99.15  98.99  99.91  99.45  99.3   90.91  91.06  90.91  90.52  90.14
  91.21  90.68  90.68  89.68  91.13  87.32  86.4   86.48  86.86  86.71
  86.71  86.94  87.09  87.55  87.24  86.33  86.4   86.63  87.01]",915,5,5,0.4,0.4
12,Tag1,Tag2,1757345903.5547357,1757345904.857138,"[176.05 185.36 185.44 185.13 185.28 185.21 185.44 185.28 185.36 185.21
 182.38 182.38 181.93 182.31 182.23 182.08 182.23 182.31 182.15 182.
 166.13 165.98 165.98 165.29 165.37 165.67 165.83 166.29 166.21 177.42
 177.27 177.5  177.5  178.34 177.5  177.42 177.27 177.65 177.58 181.77
 181.24 181.47 180.93 181.47 181.16 181.39 181.47 181.09 181.39 184.98
 185.05 184.82 184.6  185.36 184.98 184.98 184.75 184.82 184.9  185.44
 185.44 184.9  185.21 185.44 185.28 185.51 185.51 185.05 185.28 182.31
 182.54 181.7  182.61 182.69 182.31 182.23 182.08 182.69 182.23 166.13
 165.98 166.21 165.98 165.98 165.9  165.9  166.21 165.75 177.81 177.12
 177.42 177.81 177.35 177.42 177.12 177.81 177.81 177.81 181.62 181.32
 180.7  180.86 181.24 181.32 181.24 181.54 181.32 181.24 185.51 185.21
 185.05 184.75 184.98 184.82 184.52 184.52 184.98 184.67 185.36 185.05
 185.51 185.13 185.36 185.44 185.66 185.21 185.59 185.21 182.08 181.54
 182.15 182.23 181.93 182.38 182.08 182.31 182.54 166.21 165.6  165.9
 165.6  165.67 166.21 165.52 165.9  165.67 165.98 177.42 177.58 177.73
 177.88 178.03 177.73 178.03 177.65 177.73 177.81 180.7  181.24 181.09
 180.7  181.16 181.16 181.09 180.93 181.32 181.47 184.82 185.21 185.05
 184.9  185.59 184.98 185.05 185.13 185.28 185.51 186.05 185.74 185.44
 185.36 185.97 185.51 185.89 185.51 185.28 185.51 182.15 182.46 182.46
 182.46 182.76 182.23 181.93 182.   182.31 166.44 166.36 165.9  165.75
 166.44 165.67 166.21 166.06 165.83 166.67 177.73 177.81 177.42 177.42
 178.03 177.42 177.73 177.58 177.65 177.81 181.24 181.32 180.93 181.62
 181.32 181.09 181.54 181.32 181.16 181.09 184.98 184.9  185.28 184.82
 184.9  185.21 186.12 185.13 185.05 185.51 185.13 184.98 185.05 185.74
 185.36 185.51 185.51 185.82 185.28 185.36 182.15 181.85 182.46 182.69
 181.7  182.23 182.31 182.15 182.54 166.36 165.75 166.21 165.75 165.98
 166.13 165.83 166.29 165.98 165.75 177.5  177.65 177.65 177.81 177.88
 177.88 178.42 177.81 177.96 177.35 181.54 181.54 181.7  181.54 180.86
 181.16 180.93 181.32 180.78 181.16 184.9  184.98 185.51 184.98 185.21
 185.05 185.13 184.9  185.13 184.9  185.66 185.36 185.21]",915,6,5,0.42,0.42
13,Tag2,Tag1,1757345906.0946069,1757345907.3995962,"[ 96.4  100.82 100.9  100.82 100.98 100.75 101.05 100.6  100.98 100.52
  92.89  92.05  92.05  93.04  92.74  93.12  92.28  92.97  92.05  92.28
 102.12 101.82 102.27 102.12 102.35 102.2  102.04 102.27 102.2  102.58
  87.09  88.01  87.62  87.47  87.55  86.94  87.4   87.4   87.93  87.32
  80.76  80.61  81.29  81.14  81.06  81.52  80.53  80.83  81.29  80.91
  81.14  81.14  81.52  81.52  82.21  81.14  81.22  81.22  81.52 101.28
 100.75 100.75 100.67 100.67 100.37 100.29 100.44 100.44 100.75  92.51
  92.97  92.58  92.58  92.2   92.2   92.2   92.2   92.36  91.9  102.27
 102.2  102.12 102.12 102.2  102.2  102.2  102.12 102.04 102.2   87.24
  86.79  87.4   87.93  87.4   87.62  87.47  87.85  87.78  87.09  81.45
  81.14  81.22  81.29  80.99  81.37  80.76  81.22  81.45  80.99  80.68
  81.45  81.52  81.6   81.52  80.76  82.06  81.83  80.91 100.6  100.9
 100.6   99.98 100.29 100.44 100.44 100.67 100.37 101.05  92.28  92.28
  92.51  92.28  92.74  93.42  92.74  92.05  92.28  92.89 102.5  102.12
 102.2  102.5  102.5  102.35 102.2  102.12 101.97 101.89  87.24  86.86
  87.09  87.4   87.09  87.93  87.78  87.4   87.55  87.62  80.99  81.37
  81.45  80.83  81.22  81.45  81.14  80.76  80.99  81.52  81.22  81.14
  81.45  81.52  80.68  80.83  81.6   81.45  81.14 100.82 100.9  100.44
 100.9  100.67 100.75 100.75 100.67 100.29 100.67  92.51  92.05  92.2
  92.81  92.74  92.66  92.58  92.74  92.81  92.36 102.12 101.97 102.35
 101.89 102.35 102.2  102.2  102.04 102.12 102.43  87.24  87.93  87.55
  87.78  87.62  88.31  87.24  87.93  87.24  87.47  81.22  80.83  81.14
  81.22  81.14  81.29  80.83  80.99  80.91  81.22  81.67  81.75  81.37
  81.98  81.06  81.06  81.22  81.98  81.14 100.6  100.67 100.75 100.82
 100.67 101.05 100.9  101.05 101.28 100.6   92.51  92.58  92.74  92.81
  92.36  93.35  92.43  93.27  93.27  92.97 101.97 102.43 102.5  102.58
 102.73 102.43 102.35 102.27 102.12 101.89  87.17  87.32  87.47  87.7
  88.01  87.62  87.47  87.7   88.24  87.24  81.14  81.06  80.68  80.76
  81.14  81.22  81.75  81.6   81.14  81.45  81.37  81.67  81.6   81.52
  82.51  81.67  81.6   82.44  81.75  81.29  80.91  81.29  81.75]",915,6,5,0.42,0.42
14,Tag1,Tag2,1757345975.9271693,1757345977.2355626,"[166.44 173.91 173.84 173.3  173.91 173.84 173.61 174.22 173.69 169.18
 169.41 169.41 169.34 168.96 169.18 169.49 169.11 169.11 168.88 156.67
 156.52 156.82 156.82 156.37 156.82 156.6  156.37 156.21 156.75 170.18
 170.41 170.63 170.56 170.71 170.63 170.71 170.56 170.56 170.48 173.23
 173.   173.   173.08 173.3  173.3  173.46 173.08 173.23 173.3  174.91
 174.45 174.37 174.53 174.53 174.14 174.22 174.45 174.3  174.53 173.76
 173.84 173.38 173.46 173.61 173.69 173.69 173.46 173.38 169.26 169.18
 169.34 168.96 169.03 168.88 168.65 168.73 168.8  168.8  156.6  156.52
 156.6  156.44 156.29 156.21 156.52 156.44 156.6  156.52 170.48 170.71
 170.33 170.33 170.79 170.33 170.41 170.48 170.41 170.63 173.15 172.47
 172.77 173.15 173.08 173.23 172.85 173.38 173.3  173.3  174.6  174.22
 174.6  174.37 174.53 174.53 174.83 174.37 174.53 173.38 173.61 173.15
 173.99 173.46 173.76 173.76 173.76 173.61 173.69 168.96 169.41 168.8
 168.8  169.11 168.88 168.57 169.03 169.18 169.34 157.05 156.75 156.21
 156.44 156.06 156.6  156.6  156.37 156.82 156.52 170.71 170.86 170.48
 170.41 170.71 170.63 170.71 170.94 170.25 170.56 173.08 173.   173.46
 173.08 173.23 173.15 173.3  173.23 173.23 173.   174.91 174.83 174.75
 174.68 174.6  174.6  174.14 174.45 174.22 173.3  173.38 173.61 173.76
 173.38 173.69 173.46 173.91 173.38 173.3  169.26 168.73 169.03 168.8
 169.18 168.96 168.8  169.11 169.03 168.96 156.52 156.52 156.52 156.82
 156.75 156.21 156.75 155.99 156.37 156.44 170.25 170.71 170.56 170.94
 170.71 170.41 170.71 170.56 170.86 170.86 173.3  173.15 172.92 173.61
 173.08 172.54 173.3  173.08 172.62 172.85 174.22 174.68 174.6  174.75
 174.37 174.37 174.53 174.22 174.45 173.15 173.61 173.53 173.61 173.3
 173.76 173.61 173.84 173.   173.69 169.03 169.11 168.96 168.8  168.73
 169.11 168.88 169.18 168.8  168.96 156.44 156.67 156.75 156.67 156.44
 156.52 156.6  156.52 156.75 156.6  170.48 170.48 170.48 170.71 170.86
 170.71 170.63 170.33 170.02 170.41 173.15 173.3  173.23 172.85 173.15
 172.92 173.15 173.23 173.3  174.53 175.06 175.14 174.83 174.22 174.07
 174.53 174.45 174.37 174.6  174.22 174.37 174.6  174.22]",915,7,5,0.44,0.44
15,Tag2,Tag1,1757345978.471141,1757345979.774629,"[74.96 84.19 83.89 84.27 84.04 85.11 85.03 84.5  84.19 85.03 77.63 78.09
 77.71 79.46 78.62 77.63 78.16 78.24 77.86 77.71 79.69 81.6  80.99 80.76
 80.22 80.45 80.38 79.54 81.22 67.18 66.57 66.19 66.11 66.72 65.96 65.73
 67.79 66.72 66.64 62.6  62.45 63.21 63.06 63.9  63.06 62.68 62.83 62.98
 62.98 66.03 65.65 66.03 65.88 66.03 65.73 65.5  66.03 66.34 65.35 84.42
 84.57 83.5  84.42 83.81 83.81 84.19 84.5  84.73 84.8  78.62 77.63 77.55
 78.09 78.16 78.47 78.7  78.09 77.78 80.53 80.38 81.37 80.38 81.75 80.68
 79.84 80.22 80.45 79.77 66.34 67.94 66.34 66.11 66.19 66.34 67.33 65.96
 66.19 66.49 63.13 62.83 62.83 62.75 62.98 63.13 62.75 63.06 63.06 63.21
 65.27 66.49 65.5  67.18 65.73 66.03 66.03 65.42 65.12 66.87 83.81 84.73
 84.19 84.04 85.34 84.04 84.04 84.34 84.95 85.18 78.01 77.55 78.32 77.78
 77.63 78.24 78.24 77.55 77.78 80.3  80.07 80.07 79.54 80.38 80.68 80.38
 79.92 79.61 80.3  67.03 67.86 66.57 66.41 66.34 65.88 66.26 66.03 67.25
 66.57 62.45 62.83 62.83 62.91 62.98 63.21 62.52 62.91 63.13 64.89 65.8
 66.11 65.5  66.26 66.11 65.5  65.58 66.64 66.49 65.88 84.8  84.65 84.73
 83.66 84.42 83.96 83.89 84.12 84.19 85.87 77.48 77.71 77.78 78.09 78.01
 77.55 77.71 78.7  77.94 80.22 80.3  80.07 80.45 81.22 80.3  80.07 80.22
 80.38 79.77 66.87 66.26 66.49 66.41 66.19 66.03 66.26 66.19 66.8  66.34
 62.68 62.75 62.75 63.21 63.13 63.13 63.21 62.68 63.36 63.13 65.73 66.34
 65.65 66.03 65.27 65.8  66.03 65.8  65.58 65.8  84.42 84.73 83.81 84.5
 86.02 84.19 84.27 84.12 83.89 77.86 79.08 77.78 77.78 77.78 78.39 77.71
 78.09 78.16 77.63 79.92 79.84 80.3  79.84 79.61 79.77 80.99 80.07 79.92
 79.92 66.34 66.41 65.8  66.11 66.34 66.03 66.19 66.57 66.26 66.26 62.52
 63.97 64.81 63.29 63.59 62.29 62.6  62.98 63.29 63.29 65.5  65.42 65.19
 65.73 66.49 65.5  66.03 65.88 65.58 65.96 65.73 66.03 65.65]",915,7,5,0.44,0.44
